filename,tfidf_spam_score
Document5.pdf,1.889822365046136
Document1.pdf,1.714466210968947
Document2.pdf,1.714466210968947
Document3.pdf,1.5532174309499072
Document6.pdf,1.4142135623730951
Document4.pdf,1.4090960450372356
